Date,USGG10YR Index  (L3),CWB US Equity  (R1),SPX Index  (R1),I10529 Index  (R1),VIX Index  (R1)
20-11-2013,2.7987,29.5031,1781.37,161.6255,13.4
21-11-2013,2.7842,29.6631,1795.85,161.6621,12.66
22-11-2013,2.7427,29.8167,1804.76,161.7485,12.26
25-11-2013,2.7283,29.7847,1802.48,161.945,12.79
26-11-2013,2.7077,29.6631,1802.75,162.1553,12.81
27-11-2013,2.7373,29.8487,1807.23,162.0228,12.98
28-11-2013,2.7373,29.8487,1807.23,162.0228,12.98
29-11-2013,2.7445,29.8935,1805.8101,162.0239,13.7
30-11-2013,2.7445,29.8935,1805.8101,162.0239,13.7
02-12-2013,2.7951,29.7706,1800.9,161.8507,14.23
03-12-2013,2.7825,29.6295,1795.15,161.9997,14.55
04-12-2013,2.8342,29.6038,1792.8101,161.6298,14.7
05-12-2013,2.8717,29.6487,1785.03,161.4965,15.08
06-12-2013,2.8553,29.7898,1805.09,161.4024,13.79
09-12-2013,2.8389,29.854,1808.37,161.4752,13.49
10-12-2013,2.8006,29.8091,1802.62,161.8035,13.91
11-12-2013,2.8535,29.5525,1782.22,161.6691,15.42
12-12-2013,2.8773,29.4435,1775.5,161.4291,15.54
13-12-2013,2.8646,29.4499,1775.3199,161.4722,15.76
16-12-2013,2.8784,29.6102,1786.54,161.5929,16.03
17-12-2013,2.8354,29.6487,1781,161.8679,16.21
18-12-2013,2.8931,29.8989,1810.65,161.8592,13.8
19-12-2013,2.9291,29.7578,1809.6,161.5522,14.15
20-12-2013,2.8886,30.0144,1818.3199,161.4163,13.79
23-12-2013,2.9274,30.1298,1827.99,161.2705,13.04
24-12-2013,2.9775,30.1683,1833.3199,161.0395,12.48
25-12-2013,2.9775,30.1683,1833.3199,161.0395,12.48
26-12-2013,2.9905,30.226,1842.02,161.0674,12.33
27-12-2013,3,30.1374,1841.4,161.0934,12.46
30-12-2013,2.9703,30.2151,1841.0699,161.3897,13.56
31-12-2013,3.0282,30.2864,1848.36,161.3573,13.72
01-01-2014,3.0282,30.2864,1848.36,161.3573,13.72
02-01-2014,2.989,30.2022,1831.98,161.5606,14.23
03-01-2014,2.9948,30.1827,1831.37,161.5487,13.76
06-01-2014,2.9576,30.1309,1826.77,161.7568,13.55
07-01-2014,2.9391,30.28,1837.88,161.883,12.92
08-01-2014,2.9894,30.4485,1837.49,161.4933,12.87
09-01-2014,2.9652,30.4809,1838.13,161.5977,12.89
10-01-2014,2.8579,30.5522,1842.37,162.2502,12.14
13-01-2014,2.8257,30.3707,1819.2,162.4259,13.28
14-01-2014,2.8709,30.6818,1838.88,162.1365,12.28
15-01-2014,2.8912,30.8957,1848.38,162.0422,12.28
16-01-2014,2.8414,30.9345,1845.89,162.2198,12.53
17-01-2014,2.8194,30.9734,1838.7,162.2963,12.44
20-01-2014,2.8194,30.9734,1838.7,162.2963,12.44
21-01-2014,2.8286,31.1419,1843.8,162.3024,12.87
22-01-2014,2.8656,31.2651,1844.86,162.0342,12.84
23-01-2014,2.7772,31.1095,1828.46,162.5191,13.77
24-01-2014,2.715,30.5975,1790.29,162.4532,18.14
27-01-2014,2.7479,30.4614,1781.5601,162.3765,17.42
28-01-2014,2.7488,30.7142,1792.5,162.5491,15.8
29-01-2014,2.6767,30.5327,1774.2,162.8481,17.35
30-01-2014,2.6949,30.8308,1794.1899,162.7947,17.29
31-01-2014,2.644,30.6494,1782.59,162.916,18.41
03-02-2014,2.5761,30.2717,1741.89,163.2912,21.44
04-02-2014,2.6294,30.5768,1755.2,163.1244,19.11
05-02-2014,2.6675,30.4405,1751.64,163.0361,19.95
06-02-2014,2.7003,30.5314,1773.4301,162.9624,17.23
07-02-2014,2.6829,30.7911,1797.02,163.3133,15.29
10-02-2014,2.6674,30.7911,1799.84,163.3324,15.26
11-02-2014,2.725,31.0897,1819.75,163.1712,14.51
12-02-2014,2.7608,31.1027,1819.26,163.0319,14.3
13-02-2014,2.732,31.3039,1829.83,163.447,14.14
14-02-2014,2.7428,31.3818,1838.63,163.4072,13.57
17-02-2014,2.7428,31.3818,1838.63,163.4072,13.57
18-02-2014,2.7069,31.661,1840.76,163.6763,13.87
19-02-2014,2.7392,31.5961,1828.75,163.542,15.5
20-02-2014,2.7509,31.7454,1839.78,163.401,14.79
21-02-2014,2.731,31.8428,1836.25,163.5052,14.68
24-02-2014,2.7382,32.0018,1847.61,163.4621,14.23
25-02-2014,2.7023,31.9856,1845.12,163.7058,13.67
26-02-2014,2.6655,31.9791,1845.16,163.8625,14.35
27-02-2014,2.6387,32.2128,1854.29,163.9906,14.04
28-02-2014,2.6476,32.083,1859.45,163.919,14
03-03-2014,2.6012,31.9173,1845.73,164.1406,16
04-03-2014,2.6977,32.3074,1873.91,163.8597,14.1
05-03-2014,2.7048,32.3204,1873.8101,163.8842,13.89
06-03-2014,2.7373,32.2294,1877.03,163.7248,14.21
07-03-2014,2.7879,32.1124,1878.04,163.3808,14.11
10-03-2014,2.777,31.9498,1877.17,163.4708,14.2
11-03-2014,2.768,31.8783,1867.63,163.5822,14.8
12-03-2014,2.73,31.8523,1868.2,163.6739,14.47
13-03-2014,2.6446,31.5467,1846.34,164.0067,16.22
14-03-2014,2.6543,31.5662,1841.13,163.946,17.82
17-03-2014,2.6921,31.7808,1858.83,163.7169,15.64
18-03-2014,2.6722,31.9238,1872.25,163.8865,14.52
19-03-2014,2.7725,31.6443,1860.77,163.1653,15.12
20-03-2014,2.7716,31.8263,1872.01,163.137,14.52
21-03-2014,2.7426,31.6183,1866.52,163.191,15
24-03-2014,2.7281,31.4752,1857.4399,163.1365,15.09
25-03-2014,2.748,31.4947,1865.62,163.3038,14.02
26-03-2014,2.6919,31.1956,1852.5601,163.6059,14.93
27-03-2014,2.681,31.0981,1849.04,163.6118,14.62
28-03-2014,2.7208,31.1631,1857.62,163.4542,14.41
31-03-2014,2.718,31.4622,1872.34,163.5616,13.88
01-04-2014,2.7525,31.6809,1885.52,163.5302,13.1
02-04-2014,2.8045,31.6417,1890.9,163.3526,13.09
03-04-2014,2.7972,31.8895,1888.77,163.4631,13.37
04-04-2014,2.7207,31.4004,1865.09,163.955,13.96
07-04-2014,2.6998,31.1657,1845.04,164.1811,15.57
08-04-2014,2.6808,31.2244,1851.96,164.2317,14.89
09-04-2014,2.6898,31.4656,1872.1801,164.4739,13.82
10-04-2014,2.6474,30.8787,1833.08,164.8039,15.89
11-04-2014,2.6247,30.82,1815.6899,164.8578,17.03
14-04-2014,2.6472,30.8787,1830.61,164.7437,16.11
15-04-2014,2.6283,30.9374,1842.98,164.6366,15.61
16-04-2014,2.6282,31.1722,1862.3101,164.5105,14.18
17-04-2014,2.7215,31.2178,1864.85,164.1711,13.36
18-04-2014,2.7215,31.2178,1864.85,164.1711,13.36
21-04-2014,2.7151,31.407,1871.89,164.285,13.25
22-04-2014,2.7105,31.6287,1879.55,164.1925,13.19
23-04-2014,2.6987,31.6678,1875.39,164.4296,13.27
24-04-2014,2.6805,31.7265,1878.61,164.4488,13.32
25-04-2014,2.6623,31.3548,1863.4,164.5177,14.06
28-04-2014,2.7004,31.27,1869.4301,164.627,13.97
29-04-2014,2.6913,31.4265,1878.33,164.5302,13.71
30-04-2014,2.6459,31.6613,1883.95,164.861,13.41
01-05-2014,2.6133,31.6672,1883.6801,165.0293,13.25
02-05-2014,2.5843,31.7195,1881.14,164.9061,12.91
05-05-2014,2.6068,31.726,1884.66,164.9347,13.29
06-05-2014,2.5914,31.5823,1867.72,164.952,13.8
07-05-2014,2.5878,31.6476,1878.21,165.1626,13.4
08-05-2014,2.6161,31.4059,1875.63,165.3703,13.43
09-05-2014,2.6233,31.4451,1878.48,165.3411,12.92
12-05-2014,2.6611,31.7587,1896.65,165.2331,12.23
13-05-2014,2.6089,31.7783,1897.45,165.419,12.13
14-05-2014,2.5427,31.6411,1888.53,165.7342,12.17
15-05-2014,2.4893,31.4189,1870.85,165.8438,13.17
16-05-2014,2.5231,31.5496,1877.86,165.8261,12.44
19-05-2014,2.5445,31.7848,1885.08,165.9392,12.42
20-05-2014,2.5106,31.5823,1872.83,166.1204,12.96
21-05-2014,2.532,31.7783,1888.03,166.029,11.91
22-05-2014,2.5499,31.9677,1892.49,165.8855,12.03
23-05-2014,2.532,32.02,1900.53,166.016,11.36
26-05-2014,2.532,32.02,1900.53,166.016,11.36
27-05-2014,2.5142,32.216,1911.91,166.0591,11.51
28-05-2014,2.4431,32.3009,1909.78,166.3593,11.68
29-05-2014,2.4644,32.412,1920.03,166.2475,11.57
30-05-2014,2.4759,32.314,1923.5699,166.2025,11.4
31-05-2014,2.4759,32.314,1923.5699,166.2025,11.4
02-06-2014,2.5267,32.3621,1924.97,165.8275,11.58
03-06-2014,2.5985,32.3555,1924.24,165.6426,11.87
04-06-2014,2.6021,32.421,1927.88,165.6553,12.08
05-06-2014,2.5824,32.5257,1940.46,165.789,11.68
06-06-2014,2.5869,32.565,1949.4399,165.6955,10.73
09-06-2014,2.6032,32.4472,1951.27,165.6157,11.15
10-06-2014,2.6439,32.4276,1950.79,165.4796,10.99
11-06-2014,2.6394,32.5126,1943.89,165.5574,11.6
12-06-2014,2.5951,32.3752,1930.11,165.773,12.56
13-06-2014,2.6033,32.4668,1936.16,165.5871,12.18
16-06-2014,2.597,32.5192,1937.78,165.5358,12.65
17-06-2014,2.6523,32.7156,1941.99,165.2863,12.06
18-06-2014,2.5844,32.7548,1956.98,165.5109,10.61
19-06-2014,2.6206,32.7941,1959.48,165.7363,10.62
20-06-2014,2.6052,32.8596,1962.87,165.7019,10.85
23-06-2014,2.6261,32.8792,1962.61,165.7217,10.98
24-06-2014,2.5781,32.7941,1949.98,165.8575,12.13
25-06-2014,2.5592,32.9512,1959.53,166.0378,11.59
26-06-2014,2.5286,32.9185,1957.22,166.2204,11.63
27-06-2014,2.534,32.9054,1960.96,166.225,11.26
30-06-2014,2.5304,33.0559,1960.23,166.2275,11.57
01-07-2014,2.5647,33.3146,1973.3199,166.1451,11.15
02-07-2014,2.6264,33.3146,1974.62,165.8568,10.82
03-07-2014,2.6383,33.2818,1985.4399,165.7333,10.32
04-07-2014,2.6383,33.2818,1985.4399,165.7333,10.32
07-07-2014,2.611,33.1768,1977.65,165.8115,11.33
08-07-2014,2.5557,32.875,1963.71,166.0168,11.98
09-07-2014,2.5503,33.1702,1972.83,166.1426,11.65
10-07-2014,2.5359,32.9472,1964.6801,166.2563,12.59
11-07-2014,2.516,32.9734,1967.5699,166.3153,12.08
14-07-2014,2.5468,33.0456,1977.1,166.1632,11.82
15-07-2014,2.5468,33.0194,1973.28,166.08,11.96
16-07-2014,2.526,33.085,1981.5699,166.0388,11
17-07-2014,2.4458,32.6979,1958.12,166.3452,14.54
18-07-2014,2.4809,33.0653,1978.22,166.2327,12.06
21-07-2014,2.4674,32.9078,1973.63,166.1402,12.81
22-07-2014,2.4601,33.1046,1983.53,166.2985,12.24
23-07-2014,2.4655,33.039,1987.01,166.3586,11.52
24-07-2014,2.5025,33.0587,1987.98,166.1061,11.84
25-07-2014,2.4655,33.0226,1978.34,166.2333,12.69
28-07-2014,2.4853,33.0259,1978.91,166.1349,12.56
29-07-2014,2.4601,32.9865,1969.95,166.2403,13.28
30-07-2014,2.5569,33.0653,1970.0699,165.8976,13.33
31-07-2014,2.5578,32.5601,1930.67,165.9089,16.95
01-08-2014,2.4925,32.5228,1925.15,166.3663,17.03
04-08-2014,2.4817,32.5886,1938.99,166.4599,15.12
05-08-2014,2.4844,32.3388,1920.21,166.4088,16.87
06-08-2014,2.4708,32.4571,1920.24,166.4473,16.37
07-08-2014,2.4114,32.3257,1909.5699,166.7187,16.66
08-08-2014,2.4203,32.4966,1931.59,166.5555,15.77
11-08-2014,2.4275,32.6411,1936.92,166.5908,14.23
12-08-2014,2.4491,32.5491,1933.75,166.6021,14.13
13-08-2014,2.4166,32.7397,1946.72,166.8086,12.9
14-08-2014,2.4015,32.8646,1955.1801,166.8809,12.42
15-08-2014,2.3397,32.904,1955.0601,167.0622,13.15
18-08-2014,2.3927,33.0814,1971.74,166.9336,12.32
19-08-2014,2.3997,33.134,1981.6,166.8839,12.21
20-08-2014,2.4264,33.2786,1986.51,166.6295,11.78
21-08-2014,2.4068,33.3706,1992.37,166.6912,11.76
22-08-2014,2.4024,33.4034,1988.4,166.5064,11.47
25-08-2014,2.382,33.5283,1997.92,166.4948,11.7
26-08-2014,2.3962,33.5414,2000.02,166.6103,11.63
27-08-2014,2.3573,33.5217,2000.12,166.7341,11.78
28-08-2014,2.3361,33.5349,1996.74,166.8429,12.05
29-08-2014,2.3431,33.6137,2003.37,166.9108,11.98
31-08-2014,2.3431,33.6137,2003.37,166.9108,11.98
01-09-2014,2.3431,33.6137,2003.37,166.9108,11.98
02-09-2014,2.4211,33.6328,2002.28,166.6049,12.25
03-09-2014,2.3962,33.567,2000.72,166.6084,12.36
04-09-2014,2.4497,33.5407,1997.65,166.4141,12.64
05-09-2014,2.4587,33.6394,2007.71,166.597,12.09
08-09-2014,2.4712,33.5472,2001.54,166.4661,12.66
09-09-2014,2.5036,33.4156,1988.4399,166.2022,13.5
10-09-2014,2.5414,33.4748,1995.6899,166.0613,12.88
11-09-2014,2.5496,33.4485,1997.45,166.0614,12.8
12-09-2014,2.6105,33.218,1985.54,165.8574,13.31
15-09-2014,2.5887,32.9744,1984.13,165.9926,14.12
16-09-2014,2.5924,33.1917,1998.98,166.1422,12.73
17-09-2014,2.6198,33.2575,2001.5699,165.9874,12.65
18-09-2014,2.6144,33.4221,2011.36,165.8145,12.03
19-09-2014,2.5745,33.2839,2010.4,165.9416,12.11
22-09-2014,2.5636,33.0271,1994.29,166.1432,13.69
23-09-2014,2.5275,32.9481,1982.77,166.2267,14.93
24-09-2014,2.5637,33.1917,1998.3,165.9849,13.27
25-09-2014,2.5022,32.711,1965.99,166.233,15.64
26-09-2014,2.5276,32.9086,1982.85,165.8826,14.85
29-09-2014,2.4771,32.7966,1977.8,165.9724,15.98
30-09-2014,2.4888,32.6913,1972.29,165.932,16.31
01-10-2014,2.3856,32.2459,1946.16,166.4338,16.71
02-10-2014,2.425,32.2261,1946.17,166.3263,16.16
03-10-2014,2.434,32.5165,1967.9,166.1418,14.55
06-10-2014,2.4196,32.3581,1964.8199,166.4779,15.46
07-10-2014,2.3391,32.0941,1935.1,166.7879,17.2
08-10-2014,2.3213,32.4373,1968.89,167.129,15.11
09-10-2014,2.3133,31.8565,1928.21,167.1629,18.76
10-10-2014,2.2804,31.1966,1906.13,167.0992,21.24
13-10-2014,2.2804,30.728,1874.74,167.0992,24.64
14-10-2014,2.1973,30.6356,1877.7,167.5952,22.79
15-10-2014,2.1358,30.5894,1862.49,168.2749,26.25
16-10-2014,2.1559,30.6356,1862.76,167.7122,25.2
17-10-2014,2.1936,31.19,1886.76,167.6308,21.99
20-10-2014,2.1909,31.5002,1904.01,167.8011,18.57
21-10-2014,2.2217,32.0347,1941.28,167.776,16.08
22-10-2014,2.2164,31.7971,1927.11,167.6231,17.87
23-10-2014,2.2712,32.1073,1950.8199,167.3555,16.53
24-10-2014,2.2685,32.3449,1964.58,167.3498,16.11
27-10-2014,2.2605,32.2657,1961.63,167.4618,16.04
28-10-2014,2.296,32.6287,1985.05,167.3611,14.39
29-10-2014,2.3174,32.4373,1982.3,166.813,15.15
30-10-2014,2.3058,32.4637,1994.65,166.9606,14.52
31-10-2014,2.3353,32.8663,2018.05,166.7505,14.03
03-11-2014,2.3425,32.805,2017.8101,166.6198,14.73
04-11-2014,2.3335,32.5472,2012.1,166.584,14.89
05-11-2014,2.3424,32.6067,2023.5699,166.5712,14.17
06-11-2014,2.3856,32.6331,2031.21,166.4026,13.67
07-11-2014,2.2976,32.5604,2031.92,166.7484,13.12
10-11-2014,2.3604,32.5736,2038.26,166.5318,12.67
11-11-2014,2.3604,32.5802,2039.6801,166.5318,12.92
12-11-2014,2.3712,32.567,2038.25,166.53,13.02
13-11-2014,2.3399,32.5868,2039.33,166.6096,13.79
14-11-2014,2.3204,32.6794,2039.8199,166.6976,13.31
17-11-2014,2.3399,32.6199,2041.3199,166.5397,13.99
18-11-2014,2.3151,33.043,2051.8,166.5795,13.86
19-11-2014,2.3594,32.8381,2048.72,166.3423,13.96
20-11-2014,2.3373,32.924,2052.75,166.4366,13.58
21-11-2014,2.3099,33.0364,2063.5,166.6527,12.9
24-11-2014,2.3064,33.1488,2069.4099,166.7584,12.62
25-11-2014,2.257,33.2083,2067.03,167.0067,12.25
26-11-2014,2.2447,33.3868,2072.8301,167.1162,12.07
27-11-2014,2.2447,33.3868,2072.8301,167.1162,12.07
28-11-2014,2.164,33.2612,2067.5601,167.3548,13.33
30-11-2014,2.164,33.2612,2067.5601,167.3548,13.33
01-12-2014,2.235,32.9613,2053.4399,167.11,14.29
02-12-2014,2.2923,33.0607,2066.55,166.7319,12.85
03-12-2014,2.2799,33.0408,2074.3301,166.6426,12.47
04-12-2014,2.2341,33.0276,2071.9199,166.729,12.38
05-12-2014,2.3065,33.0673,2075.3701,166.1009,11.82
08-12-2014,2.257,32.7295,2060.3101,166.2201,14.21
09-12-2014,2.2129,32.8554,2059.8201,166.3347,14.89
10-12-2014,2.1638,32.3653,2026.14,166.642,18.53
11-12-2014,2.162,32.458,2035.33,166.3906,20.08
12-12-2014,2.0817,32.0805,2002.33,166.6653,21.08
15-12-2014,2.1182,32.0209,1989.63,166.3924,20.42
16-12-2014,2.0591,31.8421,1972.74,166.3988,23.57
17-12-2014,2.1356,32.3388,2012.89,165.888,19.44
18-12-2014,2.2075,32.7891,2061.23,165.9389,16.81
19-12-2014,2.1618,32.9083,2070.6499,166.0766,16.49
22-12-2014,2.1583,32.8819,2078.54,166.0848,15.25
23-12-2014,2.2614,32.7958,2082.1699,165.7398,14.8
24-12-2014,2.2632,32.8156,2081.8799,165.7047,14.37
25-12-2014,2.2632,32.8156,2081.8799,165.7047,14.37
26-12-2014,2.2499,32.8951,2088.77,165.6936,14.5
29-12-2014,2.2021,32.9103,2090.5701,165.8845,15.06
30-12-2014,2.1871,32.7921,2080.3501,165.9991,15.92
31-12-2014,2.1712,32.5975,2058.8999,166.1714,19.2
01-01-2015,2.1712,32.5975,2058.8999,166.1714,19.2
02-01-2015,2.1105,32.6114,2058.2,166.3784,17.79
05-01-2015,2.032,32.2081,2020.58,166.5983,19.92
06-01-2015,1.9402,32.1317,2002.61,166.912,21.12
07-01-2015,1.9677,32.4167,2025.9,167.0348,19.31
08-01-2015,2.0179,32.7295,2062.1399,167.0089,17.01
09-01-2015,1.9449,32.5905,2044.8101,167.2756,17.55
12-01-2015,1.907,32.3541,2028.26,167.5395,19.6
13-01-2015,1.9,32.2707,2023.03,167.6341,20.56
14-01-2015,1.8553,32.2568,2011.27,167.8496,21.48
15-01-2015,1.7149,31.9787,1992.67,168.2278,22.39
16-01-2015,1.8368,32.2707,2019.42,167.8452,20.95
19-01-2015,1.8368,32.2707,2019.42,167.8452,20.95
20-01-2015,1.788,32.3055,2022.55,167.9003,19.89
21-01-2015,1.8717,32.3472,2032.12,167.5984,18.85
22-01-2015,1.8631,32.66,2063.1499,167.5074,16.4
23-01-2015,1.7968,32.6739,2051.8201,167.8473,16.66
26-01-2015,1.8241,32.7782,2057.0901,167.693,15.52
27-01-2015,1.8231,32.6044,2029.55,167.8326,17.22
28-01-2015,1.7207,32.2568,2002.16,168.2933,20.44
29-01-2015,1.7512,32.4654,2021.25,168.0508,18.76
30-01-2015,1.6407,32.1317,1994.99,168.5499,20.97
31-01-2015,1.6407,32.1317,1994.99,168.5499,20.97
02-02-2015,1.6642,32.3076,2020.85,168.5804,19.43
03-02-2015,1.7915,32.5722,2050.03,168.2235,17.33
04-02-2015,1.7513,32.4886,2041.51,168.2584,18.33
05-02-2015,1.8204,32.7184,2062.52,168.2292,16.85
06-02-2015,1.9567,32.6766,2055.47,167.409,17.29
09-02-2015,1.9775,32.5791,2046.74,167.4137,18.55
10-02-2015,1.9967,32.8089,2068.5901,167.4101,17.23
11-02-2015,2.0176,32.7463,2068.53,167.4842,16.96
12-02-2015,1.9844,32.983,2088.48,167.6507,15.34
13-02-2015,2.0504,33.2058,2096.99,167.6286,14.69
16-02-2015,2.0504,33.2058,2096.99,167.6286,14.69
17-02-2015,2.1379,33.2267,2100.3401,167.1722,15.8
18-02-2015,2.08,33.2197,2099.6799,167.814,15.45
19-02-2015,2.1142,33.3381,2097.45,167.6796,15.29
20-02-2015,2.1117,33.5748,2110.3,167.5765,14.3
23-02-2015,2.0574,33.4077,2109.6599,167.9671,14.56
24-02-2015,1.98,33.5052,2115.48,168.4582,13.69
25-02-2015,1.9688,33.4704,2113.8601,168.4434,13.84
26-02-2015,2.0295,33.3868,2110.74,168.1393,13.91
27-02-2015,1.993,33.3381,2104.5,168.2865,13.34
28-02-2015,1.993,33.3381,2104.5,168.2865,13.34
02-03-2015,2.082,33.4962,2117.3899,167.9481,13.04
03-03-2015,2.1189,33.3637,2107.78,167.8157,13.86
04-03-2015,2.1172,33.2102,2098.53,167.9658,14.23
05-03-2015,2.1154,33.3009,2101.04,168.1326,14.04
06-03-2015,2.2414,32.9242,2071.26,167.4883,15.2
09-03-2015,2.1907,32.9103,2079.4299,167.7626,15.06
10-03-2015,2.1297,32.6173,2044.16,167.9474,16.69
11-03-2015,2.1086,32.7289,2040.24,167.9075,16.87
12-03-2015,2.1156,33.0707,2065.95,168.1724,15.42
13-03-2015,2.114,32.9521,2053.3999,168.1057,16
16-03-2015,2.0717,33.2033,2081.1899,168.083,15.61
17-03-2015,2.0507,33.2312,2074.28,167.9212,15.66
18-03-2015,1.9199,33.5311,2099.5,168.6344,13.97
19-03-2015,1.9685,33.4335,2089.27,168.3617,14.07
20-03-2015,1.9303,33.7404,2108.1001,168.6969,13.02
23-03-2015,1.912,33.559,2104.4199,168.8382,13.41
24-03-2015,1.8731,33.5799,2091.5,169.0248,13.62
25-03-2015,1.925,33.2102,2061.05,168.839,15.44
26-03-2015,1.9894,33.0707,2056.1499,168.5273,15.8
27-03-2015,1.9615,33.2242,2061.02,168.9104,15.07
30-03-2015,1.9475,33.5869,2086.24,168.9564,14.51
31-03-2015,1.9231,33.3149,2067.8899,169.255,15.29
01-04-2015,1.8573,33.2139,2059.6899,169.548,15.11
02-04-2015,1.9117,33.4237,2066.96,169.5204,14.67
03-04-2015,1.9117,33.4237,2066.96,170.0624,14.67
06-04-2015,1.8952,33.7522,2080.6201,169.8166,14.74
07-04-2015,1.8848,33.6753,2076.3301,169.8255,14.78
08-04-2015,1.9047,33.8082,2081.8999,169.8245,13.98
09-04-2015,1.9596,33.8851,2091.1799,169.5346,13.09
10-04-2015,1.9473,33.941,2102.0601,169.5124,12.58
13-04-2015,1.9272,33.7452,2092.4299,169.6785,13.94
14-04-2015,1.8985,33.7033,2095.8401,169.9042,13.67
15-04-2015,1.888,33.9829,2106.6299,170.021,12.84
16-04-2015,1.8897,33.9759,2104.99,170.2288,12.6
17-04-2015,1.8653,33.6124,2081.1799,170.1636,13.89
20-04-2015,1.8896,33.8291,2100.3999,170.0133,13.3
21-04-2015,1.9087,33.8571,2097.29,169.9756,13.25
22-04-2015,1.9788,33.948,2107.96,169.7219,12.71
23-04-2015,1.9577,34.1158,2112.9299,169.8765,12.48
24-04-2015,1.9086,34.0458,2117.6899,170.0639,12.29
27-04-2015,1.9208,33.8781,2108.9199,169.984,13.12
28-04-2015,2.0034,34.0738,2114.76,169.7715,12.41
29-04-2015,2.0388,33.9969,2106.8501,169.5534,13.39
30-04-2015,2.0317,33.8151,2085.51,169.4725,14.55
01-05-2015,2.1135,33.9922,2108.29,169.1042,12.7
04-05-2015,2.144,33.9642,2114.49,169.1903,12.85
05-05-2015,2.1853,33.6071,2089.46,168.9293,14.31
06-05-2015,2.2431,33.5721,2080.1499,168.7658,15.15
07-05-2015,2.18,33.6981,2088,168.8752,15.13
08-05-2015,2.1478,34.0202,2116.1001,169.2815,12.86
11-05-2015,2.2797,33.9782,2105.3301,168.7741,13.85
12-05-2015,2.2489,33.9012,2099.1201,168.8962,13.86
13-05-2015,2.2926,33.8451,2098.48,169.0447,13.76
14-05-2015,2.2301,34.1112,2121.1001,169.3819,12.74
15-05-2015,2.1424,34.1462,2122.73,169.6786,12.38
18-05-2015,2.2337,34.2232,2129.2,169.3263,12.73
19-05-2015,2.2886,34.2022,2127.8301,169.0188,12.85
20-05-2015,2.2479,34.1882,2125.8501,169.1063,12.88
21-05-2015,2.1898,34.3773,2130.8201,169.3256,12.11
22-05-2015,2.2092,34.3352,2126.0601,168.8969,12.13
25-05-2015,2.2092,34.3352,2126.0601,168.8969,12.13
26-05-2015,2.139,34.1672,2104.2,169.2968,14.06
27-05-2015,2.1285,34.4823,2123.48,169.2739,13.27
28-05-2015,2.1355,34.5243,2120.79,169.474,13.31
29-05-2015,2.1214,34.4543,2107.3899,169.6275,13.84
31-05-2015,2.1214,34.4543,2107.3899,169.6275,13.84
01-06-2015,2.1794,34.5268,2111.73,169.0643,13.97
02-06-2015,2.2624,34.4075,2109.6001,168.7701,14.24
03-06-2015,2.3642,34.4005,2114.0701,168.3914,13.66
04-06-2015,2.307,34.2041,2095.8401,168.6408,14.71
05-06-2015,2.4076,34.2602,2092.8301,168.0926,14.21
08-06-2015,2.3824,33.9655,2079.28,168.3359,15.29
09-06-2015,2.4384,33.9655,2080.1499,168.1509,14.47
10-06-2015,2.4838,34.0918,2105.2,167.8459,13.22
11-06-2015,2.3772,34.0708,2108.8601,168.1718,12.85
12-06-2015,2.3918,33.9936,2094.1101,168.0098,13.78
15-06-2015,2.3559,33.8182,2084.4299,168.1544,15.39
16-06-2015,2.3093,33.9094,2096.29,168.3034,14.81
17-06-2015,2.3165,33.9936,2100.4399,168.5799,14.5
18-06-2015,2.3345,34.1465,2121.24,168.5002,13.19
19-06-2015,2.2577,33.9936,2109.99,168.8147,13.96
22-06-2015,2.3725,34.1409,2122.8501,168.4404,12.74
23-06-2015,2.4087,34.2251,2124.2,168.2403,12.11
24-06-2015,2.3672,34.0708,2108.5801,168.3958,13.26
25-06-2015,2.4088,33.9866,2102.3101,168.2706,14.01
26-06-2015,2.4726,33.727,2101.49,167.9999,14.02
29-06-2015,2.3242,33.1797,2057.6399,168.3484,18.85
30-06-2015,2.3531,33.3762,2063.1101,168.4167,18.23
01-07-2015,2.4219,33.3392,2077.4199,168.181,16.09
02-07-2015,2.3823,33.3322,2076.78,168.5998,16.79
03-07-2015,2.3823,33.3322,2076.78,168.5998,16.79
06-07-2015,2.285,33.1423,2068.76,169.0971,17.01
07-07-2015,2.2582,33.1282,2081.3401,169.2469,16.09
08-07-2015,2.1922,32.7977,2046.6801,169.4038,19.66
09-07-2015,2.3211,32.8259,2051.3101,168.9807,19.97
10-07-2015,2.3972,33.1353,2076.6201,168.4083,16.83
13-07-2015,2.4538,33.2126,2099.6001,168.343,13.9
14-07-2015,2.401,33.3462,2108.95,168.5452,13.37
15-07-2015,2.3521,33.2478,2107.3999,168.7259,13.23
16-07-2015,2.3503,33.3884,2124.29,168.5612,12.11
17-07-2015,2.3469,33.3603,2126.6399,168.4761,11.95
20-07-2015,2.3723,33.3955,2128.28,168.2715,12.25
21-07-2015,2.3253,33.304,2119.21,168.4786,12.22
22-07-2015,2.3235,33.086,2114.1499,168.4512,12.12
23-07-2015,2.2677,33.072,2102.1499,168.5715,12.64
24-07-2015,2.2624,32.8188,2079.6499,168.5873,13.74
27-07-2015,2.2175,32.6782,2067.6399,168.8343,15.6
28-07-2015,2.2499,33.0368,2093.25,168.7427,13.44
29-07-2015,2.2859,33.2126,2108.5701,168.6494,12.5
30-07-2015,2.2589,33.2126,2108.6299,168.6021,12.13
31-07-2015,2.1801,33.2197,2103.8401,168.978,12.12
